movie_id;movie_name;year;votes_kp;votes_imdb;votes_filmCritics;votes_await;rating_kp;rating_imdb;rating_filmCritics;movieLength;ageRating;ratingMpaa;type;genres;countries;fees_usa;videos_trailers_number;budget;actor_metric;writer_metric;director_metric;Special_effects;Production
1048339;Мастер Z: Наследие Ип Мана;2018;31207.0;9516.0;38.0;94.0;7.126;6.5;6.7;107.0;18.0;undefined;movie;['боевик'];['Китай', 'Гонконг'];209454;3.0;;13439553.140043672;1740432.9916155213;122670.6033717018;[];[]
464279;Обряд;2011;31171.0;100560.0;173.0;1925.0;6.519;6.0;4.3;114.0;16.0;pg13;movie;['ужасы', 'триллер', 'драма', 'детектив'];['США', 'Венгрия', 'Италия'];33047633;4.0;37000000.0;10169182.155748485;266591.92675365804;789953.4997191482;['Digiscope', 'Method Studios'];['New Line Cinema']
406366;Однажды в Риме;2009;31163.0;63552.0;114.0;3572.0;6.745;5.5;3.7;91.0;16.0;pg13;movie;['мелодрама', 'комедия'];['США'];32680633;3.0;55000000.0;7221643.270511412;397272.4972067628;650550.294065965;[];[]
603191;Смурфики 2;2013;31134.0;44129.0;95.0;3968.0;5.986;5.3;4.1;105.0;6.0;pg13;cartoon;['мультфильм', 'фэнтези', 'комедия', 'семейный'];['США'];71017784;4.0;105000000.0;14878354.315666797;2436043.799417872;690297.0477233909;[];[]
714878;Ну разве не романтично?;2019;31123.0;72553.0;182.0;1038.0;6.242;5.9;6.1;89.0;16.0;pg13;movie;['мюзикл', 'фэнтези', 'мелодрама', 'комедия'];['США'];48791187;2.0;;18899627.211523104;1291739.4326041844;391043.3901028515;[];['New Line Cinema']
1018804;Пляжный бездельник;2017;31017.0;23783.0;125.0;4159.0;6.069;5.5;5.4;95.0;18.0;r;movie;['комедия'];['США', 'Великобритания'];3502600;0.0;5000000.0;54894496.229663655;517756.833480122;433884.7167083038;['Digiscope'];[]
61243;Тристан и Изольда;2005;30957.0;53534.0;121.0;;7.303;6.8;4.9;125.0;16.0;pg13;movie;['мелодрама', 'драма', 'боевик'];['Чехия', 'Великобритания', 'Германия', 'США'];14734633;0.0;;2916491.8698848835;382287.2676202642;;[];['20th Century Fox Film Corporation', 'NBC Universal Television']
759;Человек-мотылек;2001;30938.0;82559.0;140.0;;6.837;6.4;5.5;119.0;16.0;pg13;movie;['ужасы', 'триллер', 'драма', 'детектив'];['США'];35746370;0.0;32000000.0;2766768.0812129886;;78773.3793060078;[];[]
77555;Нападение на 13-й участок;2005;30912.0;80570.0;165.0;;6.884;6.3;5.9;109.0;16.0;r;movie;['боевик', 'триллер', 'драма', 'криминал'];['Франция', 'США'];20040895;2.0;30000000.0;9596604.06307708;252221.6364734341;;['Mr. X Inc.'];[]
502723;Пазманский дьявол;2016;30868.0;28660.0;145.0;1812.0;6.948;6.8;6.2;117.0;18.0;r;movie;['драма', 'биография', 'спорт'];['США'];5083906;2.0;6000000.0;26443626.43596482;;;[];[]
512267;Домашняя работа;2011;30846.0;59962.0;113.0;1737.0;6.843;6.5;4.3;83.0;16.0;pg13;movie;['драма', 'мелодрама'];['США'];1430241;2.0;;4825464.719406729;;;[];[]
4584;Стильная штучка;2002;30844.0;118370.0;160.0;;6.94;6.2;5.2;108.0;12.0;pg13;movie;['мелодрама', 'комедия'];['США'];127223418;3.0;30000000.0;3349712.9065600373;;141112.85153739102;[];[]
2899;Мошенники;2002;30782.0;18195.0;113.0;;6.987;5.3;3.2;102.0;16.0;pg13;movie;['мелодрама', 'комедия'];['Германия', 'США'];16930185;1.0;29000000.0;1031554.2841858708;;11473.809014621804;['Industrial Light & Magic (ILM)'];[]
463647;Железная леди;2011;30757.0;111661.0;238.0;2704.0;7.002;6.4;5.7;105.0;12.0;pg13;movie;['драма', 'биография'];['Великобритания', 'Франция'];30017992;2.0;13000000.0;9616925.123239702;;558142.588204006;[];['Canal+[France]']
8014;Дочь моего босса;2003;30715.0;30180.0;74.0;;6.164;4.7;2.7;86.0;12.0;pg13;movie;['мелодрама', 'комедия'];['США'];15550605;2.0;14000000.0;2959527.5955136376;;130304.43722923672;[];[]
463351;Опасная иллюзия;2013;30713.0;29180.0;66.0;4390.0;6.625;6.3;4.2;103.0;18.0;r;movie;['триллер', 'криминал', 'боевик', 'драма', 'мелодрама', 'комедия'];['США', 'Румыния'];11650;3.0;;29995623.482209355;;;[];[]
496944;Чего ждать, когда ждешь ребенка;2012;30704.0;74499.0;136.0;7421.0;6.602;5.7;4.5;110.0;16.0;pg13;movie;['драма', 'мелодрама', 'комедия'];['США'];41152203;4.0;40000000.0;18559653.235147387;;;[];['AMT']
839219;Мамочка;2014;30697.0;59298.0;130.0;1683.0;7.693;8.0;7.9;138.0;16.0;r;movie;['драма'];['Канада'];3494070;2.0;;794443.4127126762;320924.3057319983;320924.3057319983;[];[]
1005848;Удивительная миссис Мэй;2017;30688.0;14214.0;112.0;509.0;7.147;6.7;6.7;105.0;18.0;r;movie;['драма'];['Великобритания', 'США'];547750;2.0;;12756634.60399201;;225174.80872469465;[];[]
784331;Монстр-траки;2016;30678.0;17994.0;98.0;2333.0;5.864;5.7;4.6;104.0;6.0;pg;movie;['фантастика', 'боевик', 'комедия', 'семейный'];['США'];33370166;4.0;125000000.0;17384965.000512972;7711345.940117264;853521.9043025235;['Industrial Light & Magic (ILM)', 'Moving Picture Company, The', 'Mr. X Inc.'];['Paramount Pictures']
4041;Питер Пэн;2003;30670.0;77483.0;145.0;;7.335;6.8;6.8;113.0;6.0;pg;movie;['фэнтези', 'мелодрама', 'приключения', 'семейный'];['Великобритания', 'США', 'Австралия'];48462608;2.0;100000000.0;2020830.3307243616;90767.82634237724;;['Digital Domain', 'Industrial Light & Magic (ILM)', 'Pacific Title & Art Studio', 'Sony Pictures Imageworks'];['Columbia Pictures Corporation', 'Millennium Films', 'Universal Pictures']
252030;Мой домашний динозавр;2007;30610.0;42177.0;90.0;;7.069;6.4;6.7;112.0;6.0;pg;movie;['фэнтези', 'приключения', 'семейный', 'военный'];['Новая Зеландия', 'Великобритания', 'США'];40946255;2.0;40000000.0;5453070.107334103;;134650.084351024;['Plowman Craven & Associates'];[]
546203;Медальон;2012;30583.0;45797.0;21.0;4852.0;5.897;5.5;4.0;95.0;16.0;r;movie;['боевик', 'триллер', 'криминал'];['США'];304318;3.0;35000000.0;19129671.12935264;;995244.0071806551;['Digiscope'];['Millennium Films']
840;Шпионские игры;2001;30507.0;161249.0;134.0;;7.432;7.0;6.2;122.0;16.0;r;movie;['боевик', 'триллер', 'криминал'];['США', 'Германия', 'Франция', 'Япония'];62362560;3.0;115000000.0;6587943.613495384;17803.38188656892;711826.9094997782;['Asylum VFX'];[]
1054990;Ван Гог. На пороге вечности;2018;30497.0;38458.0;192.0;1734.0;7.186;6.9;7.2;111.0;18.0;pg13;movie;['драма', 'биография', 'история'];['Ирландия', 'Швейцария', 'Великобритания', 'Франция', 'США'];2294915;2.0;;45668577.18270858;186128.6458176801;304695.3433596089;['4-Ward Productions'];[]
647451;Маньяк;2012;30436.0;39078.0;;1194.0;5.819;6.1;;85.0;18.0;undefined;movie;['ужасы'];['Франция', 'США'];31081;1.0;6000000.0;11934309.23654934;569751.5782759873;56642.817091934055;[];['Canal+[France]', 'Ciné']
596318;Невероятное путешествие мистера Спивета;2013;30434.0;19029.0;50.0;4230.0;7.434;7.0;6.1;105.0;6.0;pg;movie;['приключения', 'семейный', 'драма'];['Франция', 'Канада'];173564;1.0;33000000.0;14160072.349644102;1924221.443872823;1493316.758391675;[];[]
1084329;Проклятие плачущей;2018;30415.0;55288.0;189.0;2296.0;5.35;5.3;4.6;93.0;18.0;r;movie;['ужасы'];['США'];54733739;0.0;9000000.0;3159648.931448707;;;['Digital Domain'];['New Line Cinema']
909790;Пятьдесят оттенков черного;2016;30399.0;22555.0;45.0;3561.0;4.147;3.5;3.0;93.0;18.0;r;movie;['комедия'];['США'];11686940;2.0;5000000.0;7043987.693308413;617860.4142049485;;['Digiscope'];[]
622;Добейся успеха;2000;30351.0;100816.0;123.0;;6.823;6.1;6.0;98.0;12.0;pg13;movie;['мелодрама', 'комедия', 'спорт'];['США'];68379000;2.0;28000000.0;778604.7220800811;;;[];[]
7561;Страна садов;2003;30339.0;220126.0;192.0;;7.232;7.4;7.5;102.0;16.0;r;movie;['драма', 'мелодрама', 'комедия'];['США'];26782316;2.0;2500000.0;3506627.569970062;;;[];[]
47250;Слоеный торт;2004;30312.0;188304.0;142.0;;7.163;7.3;7.0;105.0;16.0;r;movie;['боевик', 'триллер', 'драма', 'криминал'];['Великобритания'];2339957;1.0;7320000.0;2577247.595165953;;;[];[]
8092;Лапочка;2003;30143.0;46585.0;117.0;;7.022;5.3;4.2;94.0;12.0;pg13;movie;['драма', 'мелодрама', 'музыка'];['США'];30308417;1.0;18000000.0;514744.7478565415;;;['Custom Film Effects', 'Digiscope'];['Universal Pictures']
680185;Мрачные небеса;2013;30131.0;77825.0;94.0;2106.0;6.138;6.3;4.9;97.0;16.0;pg13;movie;['ужасы', 'фантастика', 'триллер'];['США'];17418667;1.0;3500000.0;5081784.626733983;;;['Asylum VFX'];[]
437479;Идеальный хозяин;2010;30125.0;27744.0;33.0;3.0;6.651;6.7;5.2;93.0;18.0;r;movie;['триллер', 'криминал'];['США'];48764;2.0;500000.0;570660.4989719559;;;[];[]
466849;Милый друг;2012;30111.0;18986.0;95.0;16657.0;6.046;5.4;4.7;98.0;16.0;r;movie;['драма', 'мелодрама', 'криминал', 'история'];['Великобритания', 'Италия', 'Франция'];120462;2.0;;13047603.936206823;302.1135787738429;;[];[]
754888;Рок Дог;2016;30046.0;5743.0;56.0;225.0;6.69;5.9;5.3;90.0;6.0;pg;cartoon;['мультфильм', 'комедия', 'приключения', 'семейный', 'музыка'];['Китай', 'США', 'Великобритания'];9420546;4.0;60000000.0;19704116.89687689;;;['4-Ward Productions', 'Sony Pictures Imageworks'];[]
416275;Серьёзный человек;2009;30039.0;146187.0;227.0;2353.0;6.904;7.0;7.9;106.0;16.0;r;movie;['драма', 'комедия'];['Великобритания', 'Франция', 'США'];9228768;1.0;7000000.0;210228.92355709625;8743161.695498705;5703863.2931957925;[];['Relativity Media', 'Studio Canal']
462398;Уиджи: Доска Дьявола;2014;29996.0;54932.0;91.0;2217.0;4.87;4.5;3.2;89.0;12.0;pg13;movie;['ужасы'];['США'];50856010;2.0;5000000.0;1524063.2511492576;;;[];['Universal Pictures']
1045345;Mamma Mia! 2;2018;29947.0;103955.0;279.0;4561.0;6.913;6.6;6.3;114.0;18.0;pg13;movie;['мюзикл', 'мелодрама', 'комедия'];['Великобритания', 'США', 'Япония', 'Китай', 'Хорватия'];120634935;3.0;75000000.0;34153992.948880896;4607507.001802739;177586.65539383818;[];['Universal Pictures']
988160;Колесо чудес;2017;29901.0;29839.0;205.0;3960.0;6.718;6.2;5.0;101.0;18.0;pg13;movie;['драма', 'мелодрама'];['США'];1404061;1.0;25000000.0;19628207.62306445;5776400.219353591;5771775.917723502;['4-Ward Productions'];[]
720;Джон Кью;2002;29888.0;139052.0;133.0;;7.757;7.1;4.5;116.0;16.0;pg13;movie;['триллер', 'драма', 'криминал'];['США'];71756802;1.0;36000000.0;5404114.500200224;;;['Pacific Title'];['New Line Cinema']
102531;Через Вселенную;2007;29847.0;112481.0;180.0;;7.801;7.3;5.9;133.0;16.0;pg13;movie;['мюзикл', 'мелодрама', 'фэнтези'];['США', 'Великобритания'];24343673;2.0;70000000.0;312005.08898867713;324007.9497204762;143762.93178221068;['Pacific Title & Art Studio', 'Proof'];[]
568789;Скауты против зомби;2015;29822.0;52626.0;96.0;2068.0;5.932;6.3;4.8;93.0;18.0;r;movie;['ужасы', 'боевик', 'комедия'];['США'];3703046;4.0;15000000.0;3481696.1942813937;1086279.5545474088;121399.8779621791;['Industrial Light & Magic (ILM)'];['Paramount Pictures']
660774;Ремнант: Всё ещё вижу тебя;2017;29809.0;10822.0;13.0;810.0;6.363;5.8;4.1;98.0;16.0;pg13;movie;['детектив', 'фантастика', 'триллер'];['США'];1359;2.0;;4491637.629206026;951274.4911453944;182012.4182280577;[];['AMT']
5274;Особняк с привидениями;2003;29784.0;51688.0;140.0;;6.153;5.1;4.3;99.0;12.0;pg;movie;['ужасы', 'фэнтези', 'комедия', 'детектив', 'семейный'];['США'];75847266;1.0;90000000.0;4042930.2912964406;;552676.9367817512;['Gentle Giant Studios Inc.', 'Sony Pictures Imageworks'];[]
81540;В стране женщин;2006;29777.0;32233.0;117.0;;7.121;6.4;5.4;97.0;16.0;pg13;movie;['драма', 'мелодрама', 'комедия'];['США'];11043445;0.0;10000000.0;3254582.7179249297;;;['Digiscope'];[]
1036188;Быть Астрид Линдгрен;2018;29771.0;7091.0;33.0;631.0;7.388;7.1;7.1;123.0;18.0;undefined;movie;['драма', 'биография', 'история'];['Швеция', 'Дания'];120486;2.0;;803913.3072984364;317816.7729966977;;[];[]
848004;Паранормальное;2017;29770.0;46205.0;132.0;3192.0;6.259;6.5;7.6;111.0;16.0;undefined;movie;['ужасы', 'фантастика'];['США'];272020;4.0;1000000.0;2433294.183113459;179403.36073678284;202517.45568857368;[];[]
786;Хамелеон;2001;29766.0;17985.0;81.0;;7.375;7.0;7.0;84.0;16.0;r;movie;['комедия'];['Франция'];6678894;1.0;17123400.0;357362.95792007225;123265.23904770752;48011.592776948106;['Industrial Light & Magic (ILM)'];['Canal+[France]']
19174;Уимблдон;2004;29761.0;65382.0;146.0;;7.12;6.3;5.9;98.0;12.0;pg13;movie;['мелодрама', 'комедия', 'спорт'];['Великобритания', 'Франция', 'США'];17001133;1.0;31000000.0;6762460.796416597;64378.56626364146;9077.726993704437;['Digiscope'];['Studio Canal']
565993;Пираньи 3DD;2012;29755.0;44283.0;52.0;7583.0;3.318;3.8;3.3;83.0;18.0;r;movie;['ужасы', 'фантастика', 'триллер', 'комедия'];['США'];376512;5.0;5000000.0;7425460.073484673;2183560.757894643;50325.31112363189;['Industrial Light & Magic (ILM)', 'Lidar Services Inc.'];[]
807640;Защитник;2015;29751.0;98212.0;208.0;1660.0;6.786;7.1;6.0;123.0;16.0;pg13;movie;['драма', 'биография', 'спорт'];['Великобритания', 'Австралия', 'США'];34542474;4.0;35000000.0;31189521.60967497;;;['K.N.B. EFX Group Inc.', 'Sony Pictures Imageworks'];['Village Roadshow Pictures']
310;Дежурный папа;2003;29744.0;71567.0;132.0;;6.78;5.6;4.6;89.0;6.0;pg;movie;['комедия', 'семейный'];['США'];104297061;1.0;60000000.0;3933801.84615139;;71031.78742254642;['Custom Film Effects', 'Pacific Title'];[]
424579;Семейка Джонсов;2010;29719.0;41168.0;131.0;1114.0;6.786;6.4;6.2;96.0;16.0;r;movie;['драма', 'мелодрама', 'комедия'];['США'];1475746;1.0;10000000.0;4212608.08741207;;;[];[]
1108415;Дора и Затерянный город;2019;29718.0;33256.0;;2094.0;6.407;6.1;;102.0;6.0;pg;movie;['фэнтези', 'боевик', 'комедия', 'детектив', 'приключения', 'семейный'];['США', 'Австралия'];60477943;5.0;49000000.0;26761276.7223553;225200.1472672647;832403.6424932049;['Industrial Light & Magic (ILM)', 'Moving Picture Company, The', 'Proof'];[]
395369;Потомки;2011;29715.0;245832.0;271.0;1557.0;6.872;7.3;8.1;115.0;16.0;r;movie;['драма'];['США'];82584160;3.0;20000000.0;10124141.244368022;1042752.0549431896;635585.7626542525;['Custom Film Effects'];['AMT']
930962;За пропастью во ржи;2016;29686.0;10338.0;89.0;1617.0;7.124;6.7;5.2;106.0;16.0;pg13;movie;['драма', 'мелодрама', 'военный', 'биография'];['США'];378294;2.0;;26161474.45422108;2813792.258769473;;[];[]
409388;Альфа и Омега: Клыкастая братва;2010;29629.0;14841.0;58.0;1663.0;6.32;5.1;4.2;85.0;6.0;pg;cartoon;['мультфильм', 'мелодрама', 'комедия', 'приключения', 'семейный'];['США', 'Индия', 'Канада'];25107267;1.0;20000000.0;8419296.767032228;15475.06572409582;32344.509248145467;['Industrial Light & Magic (ILM)', 'Lidar Services Inc.'];[]
261321;Школа выживания;2008;29570.0;61504.0;148.0;;6.258;5.7;4.6;110.0;16.0;pg13;movie;['боевик', 'комедия', 'криминал'];['США'];32862104;1.0;40000000.0;6847329.255304986;2636131.575532253;325375.8390777721;[];['Paramount Pictures']
506058;Фрэнк;2013;29565.0;80841.0;167.0;3622.0;7.03;6.9;7.5;95.0;16.0;r;movie;['драма', 'комедия'];['Ирландия', 'Великобритания'];645186;0.0;;21004648.36499873;990257.5362052276;;[];[]
35526;Губка Боб — квадратные штаны;2004;29545.0;96806.0;128.0;;6.768;7.1;6.3;87.0;6.0;pg;cartoon;['мультфильм', 'фэнтези', 'комедия', 'приключения', 'семейный'];['США'];85417988;2.0;30000000.0;3154237.458914873;;5945.431030681826;[];['Paramount Pictures']
916416;Леди Макбет;2016;29366.0;25328.0;198.0;94.0;6.272;6.8;7.6;89.0;18.0;r;movie;['драма', 'мелодрама'];['Великобритания'];1129408;3.0;0.0;17566.11911832514;13.48731682085434;;[];[]
596217;День труда;2013;29356.0;49653.0;202.0;2574.0;7.406;6.9;5.2;111.0;12.0;pg13;movie;['триллер', 'драма', 'мелодрама'];['США'];13371528;3.0;18000000.0;28041170.36601448;1349722.6004983976;2801992.7818312;[];[]
81581;Сломанные цветы;2005;29327.0;104902.0;193.0;;7.179;7.2;7.5;106.0;16.0;r;movie;['драма', 'мелодрама', 'комедия', 'детектив'];['Франция', 'США'];13744960;1.0;10000000.0;7161705.537752717;327390.93837192305;328175.4414444311;['Industrial Light & Magic (ILM)'];[]
645261;Тренер;2014;29316.0;40498.0;133.0;531.0;7.684;7.4;6.7;129.0;12.0;pg;movie;['драма', 'биография', 'спорт'];['США'];44482410;1.0;17000000.0;3773454.436343906;46706.934741037934;79113.33661053174;[];[]
427252;Святые из Бундока 2: День всех святых;2009;29286.0;65785.0;44.0;1910.0;6.883;6.2;4.2;118.0;16.0;r;movie;['боевик', 'триллер', 'драма', 'комедия', 'криминал'];['США'];10244070;1.0;8000000.0;2708249.5256041507;;;['Mr. X Inc.'];[]
586;И пришел паук;2001;29275.0;92268.0;126.0;;6.899;6.4;4.6;104.0;18.0;r;movie;['триллер', 'драма'];['США', 'Германия', 'Канада'];74078174;1.0;60000000.0;4570014.355799124;28435.170763577345;68854.07876761662;['Rhythm & Hues'];['Paramount Pictures']
196748;Лузеры;2010;29251.0;104745.0;168.0;3448.0;6.346;6.2;5.2;97.0;16.0;pg13;movie;['боевик', 'триллер', 'комедия', 'криминал', 'детектив', 'приключения'];['США', 'Франция'];23591432;1.0;25000000.0;11855197.359162943;1667912.6201729318;54178.02736640288;['Proof'];[]
777684;ЛЕГО Ниндзяго Фильм;2017;29250.0;28106.0;134.0;2451.0;6.325;6.0;5.8;104.0;6.0;pg;cartoon;['мультфильм', 'фантастика', 'фэнтези', 'боевик', 'триллер', 'драма', 'комедия', 'приключения', 'семейный'];['США', 'Дания', 'Австралия'];59281555;4.0;70000000.0;24796352.536561828;1232117.894088157;;[];['Warner Bros. Pictures']
75967;Академия смерти;2004;29193.0;16610.0;39.0;;7.792;7.4;6.4;115.0;16.0;undefined;movie;['драма', 'военный', 'спорт'];['Германия'];144254;2.0;;2298.669481453733;3831.115802422889;3831.115802422889;[];[]
697;Особо тяжкие преступления;2002;29192.0;45896.0;132.0;;7.094;6.4;5.0;115.0;16.0;pg13;movie;['триллер', 'драма', 'криминал', 'детектив'];['США'];41543917;2.0;42000000.0;4926393.384468647;;10493.426039069098;['Digiscope'];['20th Century Fox Film Corporation', 'NBC Universal Television']
624161;Почти семнадцать;2016;29170.0;133859.0;219.0;1139.0;6.711;7.3;7.9;104.0;16.0;r;movie;['драма', 'комедия'];['США', 'Китай'];14431633;3.0;9000000.0;19652404.408014808;28632.240846093944;;[];[]
81682;Домино;2005;29152.0;68424.0;155.0;;6.773;5.9;4.0;127.0;16.0;r;movie;['боевик', 'триллер', 'драма', 'криминал', 'биография'];['США', 'Великобритания', 'Франция'];10169202;2.0;50000000.0;9541810.316236105;;1547347.626860773;['Asylum VFX'];['New Line Cinema']
662895;Имя;2012;29047.0;17430.0;14.0;1.0;7.357;7.3;5.1;109.0;16.0;pg;movie;['драма', 'комедия'];['Франция', 'Бельгия'];8111;2.0;;109913.16880898332;63849.852631988026;;[];['Canal+[France]', 'Ciné']
602544;Мад;2012;29025.0;183644.0;187.0;1716.0;7.082;7.4;8.0;131.0;;pg13;movie;['драма', 'криминал'];['США'];21590086;1.0;10000000.0;11270484.913869184;341025.58631177683;341025.58631177683;['Method Studios'];[]
851808;Доспехи бога: В поисках сокровищ;2017;28955.0;10867.0;23.0;879.0;5.572;5.2;4.7;98.0;12.0;undefined;movie;['фэнтези', 'боевик', 'комедия', 'детектив', 'приключения', 'семейный'];['Китай', 'Индия', 'Гонконг'];362657;2.0;65000000.0;4796928.782408127;16384.63409521058;83448.5651121962;['Industrial Light & Magic (ILM)'];[]
8076;Девушка с жемчужной сережкой;2003;28917.0;80342.0;179.0;;7.206;6.9;6.9;100.0;16.0;pg13;movie;['драма', 'мелодрама', 'биография'];['Великобритания', 'Люксембург', 'Франция', 'Бельгия', 'США'];11670971;1.0;0.0;1897629.3490065848;;;['Cinesite', 'Industrial Light & Magic (ILM)'];[]
997334;Бойся своих желаний;2017;28915.0;21756.0;94.0;625.0;5.495;5.0;4.0;90.0;16.0;pg13;movie;['ужасы', 'фэнтези', 'драма'];['США', 'Канада'];14301505;2.0;12000000.0;6511427.285812613;34025.11037674604;612318.974372867;[];[]
489415;Срочная доставка;2012;28908.0;116398.0;165.0;12944.0;6.561;6.5;6.3;87.0;16.0;pg13;movie;['триллер', 'криминал'];['США'];20275446;2.0;35000000.0;14970748.011460513;5908964.807818444;542102.4417004876;[];['Columbia Pictures Corporation']
64012;Черная орхидея;2005;28897.0;75655.0;193.0;;6.456;5.6;4.8;121.0;16.0;r;movie;['триллер', 'драма', 'криминал', 'детектив'];['США', 'Германия', 'Франция'];22545080;1.0;50000000.0;5517423.61320007;194122.5883744933;980943.4660710734;['Custom Film Effects', 'Industrial Light & Magic (ILM)'];['Millennium Films', 'Universal Pictures']
840009;Меч дракона;2015;28888.0;20689.0;48.0;2788.0;6.695;5.9;4.6;122.0;18.0;r;movie;['фэнтези', 'боевик', 'драма', 'история'];['Китай', 'Гонконг'];74068;1.0;65000000.0;17134929.384792965;;7227.660043976919;[];[]
629974;Любовь на кончиках пальцев;2012;28869.0;12513.0;62.0;252.0;7.186;6.8;6.7;111.0;12.0;r;movie;['мелодрама', 'комедия'];['Франция', 'Бельгия'];179091;1.0;16770000.0;1430156.9680974537;;;[];['Canal+[France]', 'Ciné']
591780;Овердрайв;2016;28849.0;15698.0;14.0;2810.0;5.855;5.3;4.1;93.0;18.0;pg13;movie;['боевик', 'триллер', 'криминал', 'приключения'];['Франция', 'Бельгия', 'США', 'Великобритания'];7793;2.0;;1684534.5357171968;1761161.9703200394;43949.83270969252;['4-Ward Productions'];[]
81826;Любовь на острове;2005;28829.0;15096.0;;;6.073;4.8;;87.0;16.0;pg;movie;['мелодрама', 'комедия', 'приключения'];['США'];478070;1.0;;685899.4054246971;;79553.93165049414;[];[]
409071;Мой кровавый Валентин 3D;2009;28814.0;58577.0;109.0;;6.13;5.4;5.8;101.0;18.0;r;movie;['ужасы', 'триллер', 'детектив'];['США', 'Канада'];51545952;2.0;15000000.0;1319331.116362575;71070.47180703148;46707.62463997584;['Industrial Light & Magic (ILM)'];[]
258268;Мгновения жизни;2007;28794.0;14652.0;96.0;;7.072;6.3;4.4;90.0;18.0;r;movie;['фэнтези', 'триллер', 'драма', 'детектив'];['США'];303439;2.0;13000000.0;5540724.134097954;;106840.60887500172;[];[]
4982;Сын маски;2005;28696.0;57885.0;105.0;;3.159;2.2;3.0;94.0;12.0;pg;movie;['фэнтези', 'комедия', 'семейный'];['США', 'Германия', 'Австралия'];17018422;1.0;84000000.0;1730195.548644718;;51574.542456463125;['Custom Film Effects', 'Industrial Light & Magic (ILM)', 'Pacific Title & Art Studio'];['New Line Cinema']
1017967;Необыкновенная история на Рождество;2017;28660.0;17496.0;173.0;408.0;7.488;7.0;6.4;104.0;12.0;pg;movie;['драма', 'комедия', 'биография'];['Ирландия', 'Канада'];5676486;2.0;;12332333.136862887;262194.069926132;;[];[]
78261;Свет вокруг;2005;28633.0;59205.0;119.0;;7.662;7.4;6.5;106.0;16.0;pg13;movie;['драма', 'комедия'];['США'];1712337;1.0;7000000.0;10430282.461897744;;;[];[]
758197;Идеальный голос 2;2015;28631.0;163976.0;218.0;8905.0;6.367;6.4;6.0;114.0;16.0;pg13;movie;['комедия', 'музыка'];['США'];184296230;3.0;29000000.0;14904801.800483365;1122829.7752807117;64243.87640087582;[];['Universal Pictures']
582764;Нежность;2011;28502.0;13639.0;72.0;699.0;7.071;6.6;6.0;108.0;12.0;pg13;movie;['драма', 'мелодрама', 'комедия'];['Франция'];498584;3.0;9452000.0;2491651.03147544;;;[];['Canal+[France]', 'Ciné']
596484;1+1: Голливудская история;2018;28491.0;60746.0;191.0;4490.0;6.246;7.0;5.3;126.0;18.0;pg13;movie;['драма', 'комедия'];['США'];108252517;1.0;37500000.0;27406749.26482412;5920748.067145862;4596689.571290849;['Mr. X Inc.'];['AMT']
882;Белый Олеандр;2002;28478.0;33308.0;134.0;;7.665;7.1;6.5;109.0;16.0;pg13;movie;['драма'];['США'];16357770;1.0;16000000.0;4541305.178005146;;6174.30486642629;['Custom Film Effects'];[]
687266;Любовь с первого взгляда;2014;28460.0;72275.0;47.0;1318.0;6.6;6.3;4.9;86.0;16.0;r;movie;['мелодрама', 'комедия'];['США'];18612;3.0;;8263505.724334374;;;[];[]
41830;Море внутри;2004;28437.0;83517.0;134.0;;7.808;8.0;7.6;126.0;16.0;pg13;movie;['драма', 'биография'];['Испания', 'Франция', 'Италия'];2104923;2.0;12400000.0;54976.25954689537;1137349.1350215352;565551.8651871618;['Industrial Light & Magic (ILM)'];['Canal+[France]']
406477;Вход в пустоту;2009;28374.0;84383.0;94.0;753.0;7.217;7.2;6.9;161.0;18.0;undefined;movie;['фэнтези', 'драма'];['Франция', 'Германия', 'Италия', 'Канада', 'Япония'];336467;2.0;18070000.0;134871.2220984481;219570.7162825601;211090.73395600653;[];['Canal+[France]']
535406;Укрытие;2011;28348.0;103968.0;170.0;18.0;6.763;7.3;8.0;121.0;16.0;r;movie;['драма', 'триллер'];['США'];1730296;2.0;5000000.0;2261496.472710923;;;[];[]
933117;Последнее слово;2016;28341.0;8584.0;95.0;389.0;7.411;6.6;4.9;108.0;16.0;r;movie;['драма', 'комедия'];['США'];1783421;1.0;0.0;12091076.434037048;;166113.60914719797;[];[]
914358;Персональный покупатель;2016;28336.0;41756.0;275.0;3511.0;5.796;6.1;7.2;105.0;16.0;r;movie;['ужасы', 'фэнтези', 'триллер', 'драма', 'детектив'];['Франция', 'Германия', 'Чехия', 'Бельгия'];1305195;3.0;6000000.0;7140303.846207665;131051.08315932551;164479.4524574207;[];['Canal+[France]', 'Ciné']
6031;Молодожены;2003;28331.0;72714.0;106.0;;6.908;5.5;4.1;95.0;12.0;pg13;movie;['мелодрама', 'комедия'];['Германия', 'США'];56127162;1.0;18000000.0;1336742.7617276325;;38563.66985167404;[];['20th Century Fox Film Corporation', 'NBC Universal Television']
1008532;Подставной город;2017;28302.0;6109.0;6.0;25.0;7.214;6.8;5.0;126.0;16.0;undefined;movie;['боевик', 'криминал'];['Корея Южная'];104874;1.0;8500000.0;557715.0219237794;;;[];[]
462787;Город порока;2012;28287.0;82219.0;155.0;7947.0;6.206;6.1;4.7;109.0;16.0;r;movie;['боевик', 'триллер', 'драма', 'криминал'];['США'];19701164;1.0;35000000.0;28248534.33329137;;543007.8356757334;[];[]
